Unnamed: 0,title,ingredients,directions,link,source,NER
1173718,Herring Salad,"[""1 onion, diced"", ""4 medium beets, boiled and shredded"", ""5 small pickles, diced"", ""1 teaspoon sugar"", ""1 tablespoon Dijon mustard"", ""3 tablespoons mayonnaise"", ""4 pickled-herring fillets""]","[""Boil beets until tender to the fork. The skin should be tearing and should peel off easily by hand."", ""Cool beets in water and peel by hand."", ""Add all ingredients except for mayo/herring to bowl and mix."", ""If desired, freeze some or all for later preparation."", ""Dice pickled herring fillets and add with mayo to taste.""]",www.food.com/recipe/herring-salad-531342,Gathered,"[""onion"", ""beets"", ""pickles"", ""sugar"", ""mustard"", ""mayonnaise""]"
1173759,Chocolate Espresso Icing,"[""6 tablespoons butter"", ""1/3 cup buttermilk"", ""1/4 cup cocoa"", ""1 tablespoon espresso powder"", ""16 ounces confectioners' sugar"", ""1 teaspoon vanilla extract""]","[""In a medium pot, combine butter, buttermilk, cocoa and espresso powder; bring to a boil. Add confectioners sugar and vanilla, mixing until smooth. Pour over warm Chocolate Espresso Icing.""]",www.food.com/recipe/chocolate-espresso-icing-414299,Gathered,"[""butter"", ""buttermilk"", ""cocoa"", ""espresso powder"", ""sugar"", ""vanilla""]"
1174244,Celery Seed Salad Dressing,"[""2/3 cup vinegar"", ""1 teaspoon dry mustard"", ""1 teaspoon salt"", ""1 cup sugar"", ""2 cups oil"", ""1 teaspoon celery seed""]","[""Blend in blender."", ""Enjoy on salads."", ""This dressing is especially nice on a spinach salad with fruit (berries, mandarin oranges) in it.""]",www.food.com/recipe/celery-seed-salad-dressing-227032,Gathered,"[""vinegar"", ""mustard"", ""salt"", ""sugar"", ""oil"", ""celery""]"
1174891,Honey-Dijon Balsamic Vinaigrette,"[""1 teaspoon fresh minced garlic"", ""1 teaspoon salt (or to taste)"", ""3 teaspoons Dijon mustard"", ""3 -4 teaspoons honey (or to taste)"", ""6 tablespoons balsamic vinegar"", ""1/2 cup olive oil, plus"", ""2 tablespoons olive oil"", ""black pepper""]","[""For the dressing; in a bowl whisk together garlic, salt, Dijon, honey and balsamic vinegar; add in olive oil in a slow steady stream until emulsified."", ""Adjust honey amount adding in more if desired for a sweeter taste, then season with more salt if needed, and black pepper."", ""Chill for a minimum of 2 hours before using.""]",www.food.com/recipe/honey-dijon-balsamic-vinaigrette-307595,Gathered,"[""garlic"", ""salt"", ""mustard"", ""balsamic vinegar"", ""olive oil"", ""olive oil"", ""black pepper""]"
1175196,Chewy Cheesecake Cookies,"[""1 cup butter, softened"", ""1 (8 ounce) package cream cheese, softened"", ""1 teaspoon vanilla extract"", ""2 cups sugar"", ""2 cups flour"", ""1 cup pecans, chopped""]","[""Preheat oven to 375 degrees F."", ""Cream together butter and cream cheese. When smooth, add in vanilla & sugar followed by flour, then pecans."", ""Roll into 1\"" balls, place on ungreased cookie sheet 2\"" apart, & press gently with the bottom of a wet glass to flatten cookie balls slightly. Bake for 11-14 minutes. Let cool on sheets enough so they won't break when you remove them with a spatula.""]",www.food.com/recipe/chewy-cheesecake-cookies-386824,Gathered,"[""butter"", ""cream cheese"", ""vanilla"", ""sugar"", ""flour"", ""pecans""]"
1176452,Roasted Beets With Capers,"[""2 cups kosher salt"", ""12 small beets, tops trimmed, 12 small leaves reserved and minced (about 2 pounds)"", ""3 tablespoons extra virgin olive oil"", ""1 tablespoon red wine vinegar"", ""1 tablespoon drained capers"", ""1 tablespoon minced chives"", ""salt & freshly ground black pepper""]","[""Preheat the oven to 425\u00b0. Spread the salt in a small roasting pan and set the beets on top."", ""Transfer to the oven and roast for about 50 minutes, or until the beets are tender when pierced. Let cool for 20 minutes."", ""While the beets are still warm, peel and cut them into wedges. In a medium bowl, combine the beets and their leaves with the olive oil, vinegar, capers and chives."", ""Season with salt and pepper, toss and serve.""]",www.food.com/recipe/roasted-beets-with-capers-330392,Gathered,"[""kosher salt"", ""beets"", ""extra virgin olive oil"", ""red wine vinegar"", ""capers"", ""chives"", ""salt""]"
1177288,Horseradish Chive Sauce For Prime Rib By Tyler Florence,"[""1 cup sour cream"", ""1 -2 tablespoon prepared horseradish"", ""1/2 teaspoon Dijon mustard"", ""2 tablespoons finely chopped chives (scallions work are a good substitution)"", ""1/2 teaspoon olive oil"", ""salt and black pepper""]","["".MIx sll ingredients together."", ""Refrigerate until ready to use."", ""Tastes best if made a day ahead>.""]",www.food.com/recipe/horseradish-chive-sauce-for-prime-rib-by-tyler-florence-341391,Gathered,"[""sour cream"", ""horseradish"", ""Dijon mustard"", ""chives"", ""olive oil"", ""salt""]"
1180703,Kalamata Tapenade With Bleu Cheese,"[""8 ounces kalamata olives"", ""8 -16 ounces blue cheese"", ""2 large garlic cloves"", ""2 tablespoons pine nuts"", ""3 tablespoons olive oil"", ""8 ounces cream cheese""]","[""Blend all ingredients, except cream cheese, in a food processor until olives are finely chopped."", ""Add cream cheese, process until even blended.""]",www.food.com/recipe/kalamata-tapenade-with-bleu-cheese-464040,Gathered,"[""olives"", ""blue cheese"", ""garlic"", ""nuts"", ""olive oil"", ""cream cheese""]"
1181340,Roasted Garlic Bacon Dip,"[""1 (8 ounce) package reduced-fat cream cheese, softened"", ""1 (8 ounce) container reduced-fat sour cream"", ""2 heads garlic"", ""8 pieces cooked bacon, crumbled"", ""olive oil"", ""kosher salt""]","[""Preheat oven to 375 degrees."", ""Peel away the outer layers of the heads of garlic. Leaving the skins of the individual cloves of garlic intact. Cut off 1/4 to 1/2 off an inch of the top of the bulb of garlic, exposing the individual cloves of garlic."", ""Place cut side up on a square of tinfoil. Drizzle with olive oil and sprinkle with a pinch of salt."", ""Wrap the foil around the head of garlic and place on a baking sheet in the oven for 40-50 minutes."", ""Allow to cool just enough to handle the garlic, then squeeze each clove out."", ""Beat together the package of softened cream cheese and the sour cream with an electric mixer until fluffy."", ""Add the roasted garlic and crumbled bacon and mix with electric mixer until well combined."", ""Cover with plastic wrap and refrigerate for a couple of hours until flavors are well blended.""]",www.food.com/recipe/roasted-garlic-bacon-dip-439923,Gathered,"[""cream cheese"", ""sour cream"", ""garlic"", ""bacon"", ""olive oil"", ""kosher salt""]"
1182998,Pecan Crunch Cookies,"[""1 cup butter"", ""1/2 cup sugar"", ""1 teaspoon vanilla"", ""1/2 cup crushed potato chips"", ""1/2 cup chopped pecans"", ""2 cups flour""]","[""Preheat oven to 350\u00b0F."", ""Cream butter and sugar together; add remaining ingredients."", ""Make walnut sized balls with the dough."", ""Flatten ball with a glass bottom dipped in sugar."", ""Bake for approximately 15 minutes, or until golden."", ""Remove and cool on rack.""]",www.food.com/recipe/pecan-crunch-cookies-124046,Gathered,"[""butter"", ""sugar"", ""vanilla"", ""potato chips"", ""pecans"", ""flour""]"
1183258,Cream Sauce For Meatballs (Ikea Style),"[""2 tablespoons butter"", ""2 tablespoons flour"", ""1 cup beef stock"", ""1/2 cup cream"", ""1 teaspoon soy sauce"", ""salt, white pepper to taste""]","[""In a skillet, melt butter. When butter is melted, sprinkle flour into skillet. Stir to make a smooth roux."", ""Slowly add beef stock, stirring to keep the sauce smooth. Add cream. Add soy sauce. Season to taste."", ""Bring to a boil, reduce heat to simmer and allow to simmer until desired consistency. Serve alongside meatballs.""]",www.food.com/recipe/cream-sauce-for-meatballs-ikea-style-424504,Gathered,"[""butter"", ""flour"", ""beef stock"", ""cream"", ""soy sauce"", ""salt""]"
1183549,Roast Sirloin Beef With Rub,"[""8 lbs sirloin tip roast"", ""1/4 cup olive oil"", ""2 tablespoons flour"", ""2 tablespoons dry mustard"", ""2 tablespoons Dijon mustard (I used a grainy Dijon with wine)"", ""2 tablespoons crushed garlic"", ""2 tablespoons black pepper"", ""salt"", ""Gravy"", ""1 tablespoon flour"", ""3 cups beef stock (I used Campbell's Sodium Reduced)"", ""1 tablespoon tomato paste"", ""salt & freshly ground black pepper""]","[""Score fat on top of roast."", ""Combine flour oil, mustards, garlic, black pepper and salt."", ""Rub over roast and marinate 1-4 hours Preheat oven to 500 degrees F (260 degrees C) Place roast on a rack in roasting pan Roast for 30 minutes Reduce heat to 350 degrees and roast another 45 min or until instant- read thermometer reads 120 F for rare or 140 F for medium rare."", ""Let rest for 15 minutes while making the gravy Gravy. Drain fat from pan, leaving 1 tbsp."", ""Stir flour into the pan and cook until lightly browned, about 1 minute. Add drippings, beef stock and tomato paste and bring to boil. Simmer for 5 minutes or until slightly thickened."", ""(If you like your gravy a little thicker mix 1 tbsp cornstarch with cold water to form running paste and stir into gravy until thickens) Season to taste.""]",www.food.com/recipe/roast-sirloin-beef-with-rub-73240,Gathered,"[""olive oil"", ""flour"", ""mustard"", ""garlic"", ""black pepper"", ""salt"", ""Gravy"", ""flour"", ""beef stock"", ""tomato paste"", ""salt""]"
1183735,Heffalumps   -  Caramel Popcorn Balls,"[""2 tablespoons oil"", ""1/2 cup popcorn"", ""3/4 cup sugar"", ""80 g unsalted butter (but salted will get by)"", ""2 tablespoons honey"", ""2 tablespoons cream""]","[""Pop the corn. (heat oil in large pan over medium heat. Add popping corn and cover tightly. Hold lid of pan on tightly and shake occasionally. Cook until popping sounds stop.)."", ""Put the popped corn into a large bowl and set aside."", ""Combine sugar, butter, honey and cream in a small heavy based pan. Stir over medium heat without boiling until the sugar has completely dissolved."", ""Brush sugar crystals from sides of pan with wet pastry brush. Bring to the boil and boil without stirring for 5 minutes."", ""Pour syrup over popcorn. (warning super hot) Using two metal spoons combine thoroughly."", ""When mix has cooled enough to handle but not set, form popcorn into golf-ball sized balls with oiled hands."", ""Place on wire rack to set."", ""Store in airtight container in cool dark place for up to 1 week. But who would want to do that?""]",www.food.com/recipe/heffalumps-caramel-popcorn-balls-301216,Gathered,"[""oil"", ""popcorn"", ""sugar"", ""unsalted butter"", ""honey"", ""cream""]"
1183789,Melting Cookies,"[""1 cup cornstarch"", ""3/4 cup all-purpose flour, plus"", ""1 tablespoon all-purpose flour"", ""1/4 teaspoon salt"", ""1/2 lb unsalted butter, softened"", ""1 1/2 cups confectioners' sugar"", ""1 teaspoon vanilla extract""]","[""Sift the cornstarch, flour, and salt together in a small bowl."", ""In a separate bowl, use the electric mixer to cream the butter and 1/2 cup of the confectioners' sugar together. Add the vanilla extract. Gradually add the dry ingredients and continue mixing until the dough comes together in a ball."", ""Preheat the oven to 375 degrees F."", ""Knead the dough briefly on a lightly floured surface. Divide the dough into 10 equal portions. Roll each portion into 1/2-inch diameter ropes. Cut each rope into 2 1/2-inch lengths. Gently roll each length so that the tips are tapered. Place the cookies 1 1/2 inches apart on a sheet pan and curve them slightly to resemble crescents. Refrigerate for 1/2 hour before baking to prevent spreading."", ""Bake for 10 to 12 minutes in the middle rack of the oven. Cool for 3 minutes. Use a spatula to transfer the cookies directly onto a cooling rack. Dust generously with remaining 1 cup of confectioner's sugar. Use the remaining sugar to dust the cookies again just prior to serving."", ""Cookies can also be half-dipped in melted bittersweet chocolate.""]",www.food.com/recipe/melting-cookies-244051,Gathered,"[""cornstarch"", ""flour"", ""flour"", ""salt"", ""unsalted butter"", ""sugar"", ""vanilla""]"
1184300,Creamy Caesar Salad Dressing,"[""1 lemon"", ""3/4 teaspoon Dijon mustard"", ""3/4 teaspoon Worcestershire sauce"", ""1 garlic clove, pressed"", ""1/2 teaspoon black pepper"", ""1/4 cup mayonnaise"", ""1/2 cup vegetable oil or 1/2 cup olive oil"", ""1/4 cup fresh parmesan cheese, grated""]","[""Juice lemon to measure 2 Tablespoons juice; place in small bowl. Add mustard, worcestershire sauce, garlic and black pepper; whisk until blended. Add mayonnaise; whisk until smooth."", ""While continually whisking, add oil to mayonnaise in a thin, steady stream. Continue whisking until blended; stir in parmesan cheese. Cover; refrigerate until ready to serve. Store dressing covered in refrigerator up to 2 weeks.""]",www.food.com/recipe/creamy-caesar-salad-dressing-258765,Gathered,"[""lemon"", ""mustard"", ""Worcestershire sauce"", ""garlic"", ""black pepper"", ""mayonnaise"", ""vegetable oil"", ""parmesan cheese""]"
1186096,Mbaazi Wa Nazi (Pigeon Peas In Coconut Milk),"[""1 lb dried pigeon peas (or black-eyed peas, yellow-eyed peas, cowpeas, picked over for stones, cleaned, soaked overnight, an)"", ""2 -3 cups coconut milk"", ""oil"", ""1 -2 onion, chopped"", ""1 jalapeno, cleaned and chopped"", ""1 teaspoon curry powder (or turmeric)"", ""salt, to taste""]","[""In a large pot, combine pigeon peas and just enough water to cover. Bring to a boil, reduce heat, cover, and simmer until the peas begin to become tender and most of the water is absorbed."", ""Stir in 1 1/2c coconut milk. Continue to simmer over low heat. Add more water as necessary to prevent the peas from becoming dry."", ""While peas are simmering: Heat a few tablespoons of oil in a skillet. Add the curry powder to the oil and stir for a minute. Fry the onion and chile pepper until they are tender."", ""Combine the peas and onion-chile mixture (add either one to the other). Continue to simmer until peas are tender enough to eat. Add the remaining coconut milk and simmer on the lowest possible heat for five to ten minutes, stirring occasionally."", ""Serve \""Swahili style\"" with Chapati (Basic Chapati Recipe #137408), rice, or \""up-country style\"" with Ugali.""]",www.food.com/recipe/mbaazi-wa-nazi-pigeon-peas-in-coconut-milk-140780,Gathered,"[""peas"", ""coconut milk"", ""oil"", ""onion"", ""curry powder"", ""salt""]"
1186243,Chocolate Dipped Kettle Chips (Rachael Ray),"[""4 ounces dark chocolate"", ""1 teaspoon vegetable oil"", ""9 ounces salted kettle-cooked potato chips"", ""chopped pistachios"", ""coase salt"", ""cayenne pepper""]","[""Line 2 cookie sheets with wax paper."", ""In a small bowl, break up chocolate, microwave chocolate and oil on high power,stirring every 30 seconds until smooth."", ""Set a rack over the cookie sheets lined with wax paper."", ""Working with one chip at a time, dip the chips into the hot chocolate and set on the rack."", ""Sprinkle chopped pistachios over one-third of chips."", ""Sprinkle coarse salt over one third."", ""Sprinkle cayenne pepper over one third."", ""Refrigerate for 30 minutes before serving.""]",www.food.com/recipe/chocolate-dipped-kettle-chips-rachael-ray-355742,Gathered,"[""chocolate"", ""vegetable oil"", ""chips"", ""pistachios"", ""salt"", ""cayenne pepper""]"
1186699,All Purpose Bbq Sauce,"[""1 cup ketchup"", ""1/2 cup brown sugar"", ""1/4 cup red wine vinegar"", ""2 tablespoons Worcestershire sauce"", ""1/4 cup honey"", ""1/4 cup Dijon mustard"", ""2 tablespoons soy sauce"", ""2 tablespoons molasses""]","[""Mix ingredients together."", ""Cook over low for approximately 30 minutes."", ""Serve warm or at room temperature.""]",www.food.com/recipe/all-purpose-bbq-sauce-305970,Gathered,"[""ketchup"", ""brown sugar"", ""red wine vinegar"", ""Worcestershire sauce"", ""honey"", ""Dijon mustard"", ""soy sauce"", ""molasses""]"
1186934,The Best Salad Dressing Ever!,"[""2/3 cup vegetable oil"", ""1/4 cup red wine vinegar"", ""1 tablespoon Worcestershire sauce"", ""1 teaspoon salt"", ""1/3 cup ketchup"", ""1 tablespoon instant minced onion"", ""1/3 cup sugar""]","[""Depending on taste preference, you can use less (or more) than 1/3 cup of sugar - start out with 1/2 the amount and add more accordingly."", ""Place all ingredients in bowl; mix well, place in vinegarette-style container (with lid) and refrigerate for at least one hour before serving."", ""Tastes best after a day or so in the fridge.""]",www.food.com/recipe/the-best-salad-dressing-ever-142853,Gathered,"[""vegetable oil"", ""red wine vinegar"", ""Worcestershire sauce"", ""salt"", ""ketchup"", ""onion"", ""sugar""]"
1187721,Roasted Pumpkin Seeds,"[""1 1/2 cups pumpkin seeds"", ""2 teaspoons melted butter (olive oil or vegetable oil work well) or 2 teaspoons melted oil (olive oil or vegetable oil work well)"", ""salt"", ""garlic powder (optional)"", ""cayenne pepper (optional)"", ""seasoning salt (optional)"", ""cajun seasoning (optional)""]","[""Preheat oven to 300 degrees F."", ""While it's OK to leave some strings and pulp on your seeds (it adds flavor) clean off any major chunks."", ""Toss pumpkin seeds in a bowl with the melted butter or oil and seasonings of your choice."", ""Spread pumpkin seeds in a single layer on baking sheet."", ""Bake for about 45 minutes, stirring occasionally, until golden brown.""]",www.food.com/recipe/roasted-pumpkin-seeds-13549,Gathered,"[""pumpkin seeds"", ""butter"", ""salt"", ""garlic"", ""cayenne pepper"", ""salt"", ""cajun seasoning""]"
1187936,Asian Barbecue Glaze,"[""1/4 cup ketchup"", ""1/4 cup hoisin sauce"", ""2 tablespoons rice vinegar"", ""1 tablespoon soy sauce"", ""1 tablespoon toasted sesame oil"", ""1 tablespoon grated fresh ginger""]","[""Cook all ingredients in small saucepan over medium heat, stirring occasionally, until thick and reduced, about 5 minutes.""]",www.food.com/recipe/asian-barbecue-glaze-285632,Gathered,"[""ketchup"", ""hoisin sauce"", ""rice vinegar"", ""soy sauce"", ""sesame oil"", ""ginger""]"
1188726,Azerbaijani Plov  (Azerbaijanian Pilaf),"[""1/2 cup almonds, blanched"", ""2 tablespoons butter"", ""1 cup basmati rice"", ""2 cups chicken stock"", ""1/2 teaspoon sesame seeds (white)"", ""1/4 teaspoon ginger, ground"", ""1/4 teaspoon salt"", ""1/4 teaspoon black pepper""]","[""Preheat oven to 350\u00b0F."", ""Spread almonds on a cookie sheet in a single layer & toast in the oven for about 5 minutes Watch for any sign of burning being sure to regulate heat accordingly. Set aside."", ""Melt butter in a heavy 2 quart casserole set over med heat."", ""Add rice and stir with a wooden spoon until the rice turns white and opaque."", ""Stir in sesame seeds, then pour in chicken stock, ginger, salt and black pepper."", ""Stir constantly, then bring to a boil, cover casserole tightly and bake in center of oven for 20-25 mins until the liquid has all been absorbed and rice is tender."", ""Sprinkle the reserved almonds over the rice then serve immediately.""]",www.food.com/recipe/azerbaijani-plov-azerbaijanian-pilaf-289313,Gathered,"[""almonds"", ""butter"", ""basmati rice"", ""chicken stock"", ""sesame seeds"", ""ginger"", ""salt"", ""black pepper""]"
1188963,Aip Bbq Sauce,"[""1 (15 ounce) can pumpkin, solid pack"", ""6 tablespoons apple cider vinegar"", ""2 tablespoons balsamic vinegar"", ""2 tablespoons coconut oil"", ""2 tablespoons molasses"", ""2/3 cup maple syrup or 2/3 cup honey"", ""6 garlic cloves, crushed or 1 teaspoon garlic powder"", ""2 teaspoons salt"", ""2 tablespoons coconut aminos"", ""2 teaspoons fresh ginger, grated (or a pinch of ground ginger)""]","[""For the stovetop method: in a saucepan, saute slightly the garlic and ginger in coconut oil. Be careful not to burn them."", ""Add all other ingredients. Bring to a boil. (Careful, this is a thick sauce and can splatter when hot. That's why I resorted to the microwave method below.)."", ""Simmer on low for 15 minutes, stirring occasionally."", ""For the microwave method: in a large microwave-safe container, combine all ingredients. (If you're using the ground ginger and garlic powder, the coconut oil may be omitted.)."", ""Cover and microwave on high for 2-3 minutes, or until sauce begins to boil. Stir well."", ""Continue heating in 30 second increments for another couple of minutes, stirring well between each 30-seconds."", ""Use on your favorite barbeque meats and veggies. Pour the rest into a glass jar and refrigerate.""]",www.food.com/recipe/aip-bbq-sauce-524790,Gathered,"[""pumpkin"", ""apple cider vinegar"", ""balsamic vinegar"", ""coconut oil"", ""molasses"", ""maple syrup"", ""garlic"", ""salt"", ""coconut aminos"", ""fresh ginger""]"
1189707,Potato Chip & Pecan Sandy Cookies,"[""3/4 cup unsalted butter, room temp"", ""1 teaspoon vanilla"", ""1/4 teaspoon kosher salt"", ""1/2 cup sugar"", ""1 1/2 cups all-purpose flour"", ""1/2 cup pecans, chopped"", ""3/4 cup potato chips, crushed (2 c when whole)"", ""1/2 cup sugar""]","[""Heat oven to 350 degrees."", ""Line 2 baking sheets with parchment paper."", ""Using an electric mixer beat butter, vanilla, salt and sugar until light and fluffy, about 3 minutes."", ""On low, beat in flour until just incorportated."", ""Stir in pecans and crushed potato chips."", ""In small bowl, place sugar. Roll level teaspoons of dough into balls and roll them around in sugar to coat."", ""Place on prepared baking sheets, spacing them 2\"" apart. With flat bottomed cup or glass, press each ball in to 1/4\"" thick round."", ""Bake until lightly brown, 16-18 minutes."", ""Let cool for 5 minutes before transferring to wire racks to cool completely.""]",www.food.com/recipe/potato-chip-pecan-sandy-cookies-485004,Gathered,"[""unsalted butter"", ""vanilla"", ""kosher salt"", ""sugar"", ""flour"", ""pecans"", ""potato chips"", ""sugar""]"
1189762,Austin'S Hyde Park Bar & Grill Famous French Fries,"[""1 large potato"", ""2 cups buttermilk"", ""2 cups flour"", ""3 tablespoons black pepper"", ""canola oil"", ""salt""]","[""Scrub to clean the skin nof a large Idaho potato; do not peel."", ""Slice into large fries."", ""Place into bowl filled with buttermilk."", ""Toss a few slices at a time in flour mixed with the black pepper."", ""Fry in hot canola oil 2-to-3 minutes or until golden brown and crunchy on the outside.""]",www.food.com/recipe/austins-hyde-park-bar-grill-famous-french-fries-467075,Gathered,"[""potato"", ""buttermilk"", ""flour"", ""black pepper"", ""canola oil"", ""salt""]"
1190835,Chocolate Spritz Cookies,"[""2 cups all-purpose flour"", ""1/2 cup unsweetened cocoa powder"", ""1/2 teaspoon salt"", ""1 cup unsalted butter, at room temperature"", ""1 cup confectioners' sugar"", ""1 egg yolk"", ""1 (6 ounce) box premier white baking chocolate"", ""2 tablespoons vegetable oil""]","[""Sift flour, cocoa and salt in bowl."", ""Beat together butter and sugar in large bowl until smooth and creamy."", ""Beat in yolk."", ""On low speed, beat in flour mixture until well combined."", ""Cover; refrigerate 10 minutes."", ""Heat oven to 375\u00b0F."", ""Grease several baking sheets."", ""Spoon some of dough into cookie press fitted with plate-tip of your choice."", ""Keep remaining dough refrigerated."", ""Onto prepared baking sheet, press dough onto cookie sheet 1 inch apart."", ""NOTE:."", ""Cookies can be decorated before baking."", ""Bake for 5 to 7 minutes or until firm. Remove from oven."", ""With pancake turner, immediately remove cookies from baking sheet to wire racks to cool"", ""Continue with remaining dough, pressing out and baking."", ""Line clean baking sheet with waxed paper."", ""Heat chocolate and oil in small saucepan over low heat, until melted."", ""Dip ends of each cookie in chocolate, drizzle chocolate mix over cookies, or decorate in any fashion desired.""]",www.food.com/recipe/chocolate-spritz-cookies-163848,Gathered,"[""flour"", ""cocoa"", ""salt"", ""unsalted butter"", ""sugar"", ""egg yolk"", ""chocolate"", ""vegetable oil""]"
1191817,Heath Bars,"[""1 cup butter, softened"", ""1 cup firmly packed brown sugar"", ""1 egg yolk"", ""1 teaspoon vanilla"", ""2 cups flour"", ""4 -5 Heath candy bars or 4 -5 Skor candy bars, crushed (divided use)"", ""1/2 cup finely chopped pecans""]","[""Preheat oven to 350 degrees."", ""In a large bowl, beat butter well and blend in sugar, egg yolk and vanilla."", ""Mix in flour, 2/3 cup HEATH bars and nuts by hand."", ""Press into ungreased 10 x 15 inch cookie sheet."", ""Bake 18- 20 minutes or until browned."", ""Immediately sprinkle remaining HEATH bars evenly over top."", ""Cool slighty and cut into bars while still warm.""]",www.food.com/recipe/heath-bars-31079,Gathered,"[""butter"", ""brown sugar"", ""egg yolk"", ""vanilla"", ""flour"", ""pecans""]"
1191943,Celery Seed Dressing,"[""1/2 cup sugar"", ""1 teaspoon dry mustard"", ""1 teaspoon salt"", ""1/4 of an onion, grated (recipe did not stipulate size of onion)"", ""1/3 cup vinegar"", ""1 cup olive oil"", ""1 tablespoon celery seed""]","[""Combine the sugar, mustard, salt and onion."", ""Add the vinegar and olive oil and beat well till combined."", ""Add celery seeds and whisk all together to blend.""]",www.food.com/recipe/celery-seed-dressing-26869,Gathered,"[""sugar"", ""mustard"", ""salt"", ""onion"", ""vinegar"", ""olive oil"", ""celery""]"
1192385,Broccoli Rabe (Rapini),"[""1 lb broccoli rabe (trimmed and washed)"", ""2 tablespoons olive oil"", ""2 tablespoons butter"", ""2 tablespoons fresh minced garlic"", ""salt & freshly ground black pepper (to taste)"", ""parmesan cheese (optional)""]","[""Cut an X in the bottom of the stems and place into a large pot, cover with cold water and add in 1 tablespoon salt to the water; bring to a boil over medium-high heat."", ""Reduce heat to a low simmer and cook until tender."", ""Drain the broccoli rabe over a large colander."", ""Using a spoon push the rabe against the colander to release most of the moisture."", ""Heat oil and butter in a large skillet over medium heat."", ""Add in garlic and saute for 2 minutes."", ""Add in the broccoli rabe and saute for about 12-15 minutes or until desired doneness."", ""Season with salt and pepper."", ""Sprinkle with parmesan cheese to taste if desired.""]",www.food.com/recipe/broccoli-rabe-rapini-319286,Gathered,"[""broccoli rabe"", ""olive oil"", ""butter"", ""garlic"", ""salt"", ""parmesan cheese""]"
1192694,Black Diamond Marinated Steaks,"[""2 tablespoons oil"", ""1/4 cup light soy sauce"", ""1/4 cup honey"", ""2 tablespoons brown sugar"", ""2 tablespoons vinegar"", ""1 1/2 teaspoons ginger"", ""1 pinch garlic powder""]","[""Mix marinade ingredients together."", ""Score steak on both sides."", ""Marinate steaks for 8 to 10 hours."", ""Grill 6 to 8 minutes per side.""]",www.food.com/recipe/black-diamond-marinated-steaks-89233,Gathered,"[""oil"", ""soy sauce"", ""honey"", ""brown sugar"", ""vinegar"", ""ginger"", ""garlic""]"
1194039,Sicilian Collard Greens With Pine Nuts And Raisins,"[""3 cups collard greens"", ""2 tablespoons pine nuts"", ""3 garlic cloves, peeled and chopped (or 1 1/2 tsp minced garlic from a jar)"", ""1 tablespoon olive oil"", ""3 tablespoons raisins"", ""2 tablespoons balsamic vinegar""]","[""Use a sharp knife to cut out the central rib and stem from each collard leaf. Rinse the leaves in a sink of cool water, lifting them into a colander to drain a bit (you want some water to remain on the leaves)."", ""Toast the pine nuts over medium heat in a dry skillet for about 5 minutes or until golden."", ""Shake the pan often to keep the pine nuts from burning. Transfer to a plate, and set aside."", ""Place the garlic and oil in a large skillet, and saute over medium heat for 1 minute or until the garlic is fragrant."", ""Add the damp collards and stir, then cover the pan and cook for 2 minutes longer."", ""Add the raisins and pine nuts, and stir. Cover and cook for 2 minutes."", ""Stir in the balsamic vinegar, cover, and continue to cook for 1 to 2 minutes longer.""]",www.food.com/recipe/sicilian-collard-greens-with-pine-nuts-and-raisins-418970,Gathered,"[""collard greens"", ""nuts"", ""garlic"", ""olive oil"", ""raisins"", ""balsamic vinegar""]"
1194356,Creamy Parmesan Corn Casserole,"[""1 (32 ounce) package frozen corn kernels"", ""1 quart half-and-half"", ""1/2 cup butter"", ""8 tablespoons flour"", ""1 tablespoon sugar"", ""1 teaspoon salt"", ""black pepper"", ""1/2 cup grated parmesan cheese""]","[""Place corn and half and half in a large saucepan and bring to a boil."", ""Meantime, in another saucepan, melt butter, stir in flour and let cook for about 2 minutes to make a roux."", ""Add salt and pepper."", ""When corn comes to a boil, stir in butter/flour roux."", ""Stir gently to combine and allow to bubble slightly."", ""Pour into a greased 2 quart casserole and sprinkle Parmesan cheese over top."", ""Bake at 350\u00b0 for 30 to 35 minutes.""]",www.food.com/recipe/creamy-parmesan-corn-casserole-86993,Gathered,"[""corn kernels"", ""butter"", ""flour"", ""sugar"", ""salt"", ""black pepper"", ""parmesan cheese""]"
